Materiale,Modulo_Young_MPa,Snervamento_MPa,Spessore_mm,Cava_V_mm,Raggio_Punzone_mm,Raggio_Matrice_mm,Angolo_Desiderato_deg,Corsa_Punzione_mm
Acciaio_Inox_304,195877.5,272.7,2.3,20,4.0,2.0,94.98,6.24
Acciaio_Mite_S235,207727.9,235.1,4.1,32,0.8,2.0,147.34,4.421
Acciaio_Inox_304,190080.9,316.8,5.0,40,1.5,1.5,156.27,4.084
Alluminio_5052_H32,69869.5,173.9,7.8,60,1.5,1.0,87.19,26.886
Alluminio_5052_H32,72208.2,189.9,3.3,24,2.0,3.0,106.52,6.963
Acciaio_Mite_S235,215766.2,252.1,6.1,50,2.0,3.0,137.94,8.811
Acciaio_Inox_304,189730.4,280.0,2.2,16,0.8,3.0,92.12,5.302
Alluminio_6061_T6,69924.4,249.2,1.8,16,1.5,2.0,152.56,1.784
Acciaio_Mite_S235,212759.8,221.8,4.6,40,0.8,1.5,113.17,11.782
Acciaio_Mite_S235,216945.3,244.4,2.9,24,0.8,2.0,96.66,8.686
Acciaio_Mite_S235,214006.5,228.2,4.4,32,0.8,1.5,146.56,4.43
Alluminio_5052_H32,69208.4,185.6,4.6,40,0.8,3.0,95.36,15.126
Alluminio_6061_T6,70043.7,273.6,3.8,32,1.0,3.0,138.13,5.692
Alluminio_6061_T6,66378.7,288.2,6.6,50,3.0,3.0,86.19,20.961
Alluminio_6061_T6,67539.7,289.7,5.3,40,0.8,1.0,95.0,15.82
Alluminio_6061_T6,69682.1,309.6,7.2,60,1.0,1.0,100.49,22.162
Alluminio_5052_H32,72230.7,189.9,7.8,60,4.0,3.0,143.59,8.971
Alluminio_5052_H32,72537.3,192.1,4.6,40,1.5,1.0,89.07,17.339
Alluminio_5052_H32,69946.0,181.6,1.9,16,4.0,1.5,133.7,2.763
Alluminio_6061_T6,70749.4,265.2,2.4,20,1.5,2.0,125.2,4.414
Alluminio_6061_T6,69790.1,282.3,3.0,24,1.5,1.5,115.91,6.276
Alluminio_5052_H32,69824.4,202.5,4.7,40,3.0,1.5,148.42,5.395
Alluminio_5052_H32,68979.7,199.3,6.4,50,3.0,1.5,158.48,4.594
Acciaio_Mite_S235,211102.1,253.4,7.0,60,4.0,2.0,118.01,15.815
Alluminio_5052_H32,69591.8,190.5,6.2,50,3.0,2.0,112.59,14.51
Acciaio_Mite_S235,203825.3,244.5,7.6,60,0.8,1.5,85.39,27.907
Alluminio_5052_H32,72992.2,198.1,4.1,32,2.0,2.0,133.38,6.147
Alluminio_5052_H32,71587.2,187.0,2.8,24,0.8,1.0,120.46,6.175
Acciaio_Inox_304,198887.8,284.5,1.2,10,4.0,1.5,135.78,1.466
Acciaio_Mite_S235,209947.7,245.0,3.4,24,0.8,3.0,109.47,6.95
Acciaio_Inox_304,188341.0,313.5,1.6,12,3.0,2.0,124.59,2.396
Acciaio_Mite_S235,213042.0,228.4,6.6,50,3.0,3.0,104.68,16.058
Acciaio_Mite_S235,208461.2,242.0,1.7,12,0.8,1.5,152.84,1.353
Acciaio_Mite_S235,213434.6,227.5,1.4,12,0.8,1.0,149.82,1.432
Alluminio_5052_H32,68568.3,189.3,4.3,32,0.8,2.0,141.98,5.195
Alluminio_5052_H32,68814.9,181.7,3.8,32,2.0,1.5,113.71,9.169
Acciaio_Mite_S235,203258.8,242.4,7.1,60,3.0,2.0,132.89,12.039
Alluminio_6061_T6,68549.3,282.9,6.3,50,1.5,1.5,141.9,8.114
Alluminio_5052_H32,71321.8,201.3,6.2,50,0.8,1.0,114.31,14.624
Acciaio_Inox_304,197129.7,316.9,7.1,60,1.0,3.0,87.58,26.45
Acciaio_Inox_304,195277.8,285.1,2.7,20,3.0,3.0,105.8,5.403
Alluminio_5052_H32,68558.8,188.8,3.2,24,1.5,1.5,119.46,6.058
Alluminio_5052_H32,67541.5,203.1,7.0,60,1.0,3.0,137.67,10.824
Alluminio_5052_H32,71788.4,209.1,4.1,32,4.0,3.0,103.04,9.687
Alluminio_5052_H32,70669.3,186.7,6.0,50,4.0,1.0,147.14,6.973
Acciaio_Mite_S235,217047.3,230.3,3.4,24,1.0,1.5,118.65,6.07
Alluminio_5052_H32,73030.3,196.6,1.6,12,3.0,1.5,127.26,2.181
Alluminio_5052_H32,68462.2,183.5,5.2,40,4.0,1.0,92.66,15.164
Acciaio_Mite_S235,216054.4,217.0,1.2,10,2.0,3.0,147.98,1.1
Alluminio_5052_H32,70996.0,198.6,6.0,50,1.0,2.0,146.83,7.06
Acciaio_Mite_S235,214087.6,223.3,5.0,40,4.0,3.0,117.89,9.981
Alluminio_5052_H32,69899.9,219.0,7.9,60,4.0,1.5,138.88,10.473
Acciaio_Mite_S235,217746.9,256.4,2.3,20,2.0,3.0,92.68,6.767
Alluminio_5052_H32,72344.0,191.1,3.8,32,0.8,3.0,148.22,4.224
Acciaio_Mite_S235,217314.7,250.0,7.3,60,2.0,2.0,111.3,18.195
Acciaio_Inox_304,193519.0,309.8,3.4,24,1.0,3.0,129.64,4.811
Acciaio_Inox_304,192113.1,281.6,3.8,32,1.0,1.0,119.82,8.49
Alluminio_5052_H32,68982.2,202.7,3.9,32,3.0,3.0,120.41,7.706
Alluminio_6061_T6,67571.9,278.3,7.5,60,2.0,2.0,141.72,9.688
Alluminio_6061_T6,69577.6,276.8,2.8,24,2.0,2.0,152.21,2.745
Alluminio_6061_T6,70366.0,266.0,3.7,32,0.8,1.0,106.32,10.639
Acciaio_Mite_S235,214501.3,227.1,5.9,50,0.8,3.0,154.17,5.448
Alluminio_6061_T6,65965.9,282.1,5.4,40,2.0,1.0,112.92,11.439
Alluminio_6061_T6,69334.7,274.0,7.0,60,1.5,1.0,158.35,5.346
Acciaio_Mite_S235,209107.4,237.5,7.3,60,3.0,3.0,111.95,17.429
Acciaio_Mite_S235,207535.8,236.7,4.7,40,4.0,3.0,142.62,6.1
Acciaio_Mite_S235,214807.1,259.8,1.2,10,4.0,2.0,135.38,1.392
Acciaio_Mite_S235,209476.0,238.2,7.5,60,3.0,1.5,93.95,23.515
Acciaio_Mite_S235,217664.7,240.2,5.3,40,0.8,1.0,118.14,10.866
Acciaio_Mite_S235,208556.5,250.6,5.8,50,0.8,1.0,103.64,17.624
Acciaio_Inox_304,191444.9,274.7,4.4,32,3.0,2.0,111.97,8.838
Acciaio_Mite_S235,205731.3,217.1,1.4,12,1.0,1.0,138.36,2.082
Acciaio_Inox_304,195229.3,291.4,6.4,50,0.8,3.0,152.52,5.889
Alluminio_6061_T6,68962.9,264.8,7.9,60,3.0,1.0,143.33,9.243
Acciaio_Mite_S235,212891.9,234.9,3.8,32,1.5,1.0,82.63,14.949
Acciaio_Inox_304,191734.0,292.4,6.9,60,0.8,1.0,111.04,18.738
Acciaio_Inox_304,195002.3,292.3,2.1,16,1.5,1.5,131.64,3.035
Acciaio_Inox_304,183895.6,297.3,1.6,12,1.0,2.0,139.64,2.038
Acciaio_Inox_304,195071.8,276.0,5.2,40,3.0,2.0,149.4,5.224
Acciaio_Inox_304,194013.9,275.2,7.9,60,0.8,2.0,146.63,8.478
Acciaio_Inox_304,189754.7,285.4,1.4,12,2.0,1.5,157.4,1.068
Acciaio_Inox_304,188695.0,283.0,2.2,16,1.0,1.5,81.22,6.748
Acciaio_Inox_304,189602.7,284.1,6.9,60,0.8,1.5,116.65,17.052
Alluminio_6061_T6,68326.9,278.7,5.5,40,1.5,1.5,136.05,7.497
Alluminio_5052_H32,67841.0,203.0,6.1,50,0.8,1.5,157.22,4.787
Acciaio_Inox_304,192332.5,288.9,4.8,40,3.0,1.0,118.63,10.4
Alluminio_5052_H32,67507.6,184.8,1.7,12,0.8,1.5,144.3,1.761
Acciaio_Mite_S235,211398.7,239.5,6.3,50,0.8,1.0,101.2,18.159
Alluminio_6061_T6,68524.8,287.9,1.4,12,3.0,2.0,116.22,2.745
Alluminio_6061_T6,71049.5,275.1,4.5,32,0.8,1.5,80.88,14.972
Alluminio_5052_H32,69386.3,201.2,5.5,40,1.0,1.0,81.74,18.997
Alluminio_6061_T6,67493.1,294.1,6.7,50,0.8,1.5,92.22,20.63
Acciaio_Inox_304,198191.9,280.1,2.9,24,1.5,3.0,127.43,5.012
Acciaio_Mite_S235,209509.6,225.4,5.1,40,2.0,1.5,149.81,5.111
Alluminio_5052_H32,66942.8,204.4,3.2,24,0.8,3.0,90.91,9.062
Alluminio_5052_H32,69529.4,195.2,7.8,60,4.0,2.0,81.94,27.259
Acciaio_Mite_S235,210074.8,258.3,7.0,60,2.0,1.5,143.18,9.323
Alluminio_6061_T6,69976.5,307.5,2.0,16,1.5,1.0,82.68,6.839
Acciaio_Inox_304,194870.2,293.3,6.0,50,1.5,3.0,133.81,9.729
Alluminio_6061_T6,66893.7,276.1,2.0,16,4.0,1.0,84.19,5.492
Acciaio_Mite_S235,206891.2,235.6,1.3,10,1.0,1.5,122.95,2.182
Alluminio_6061_T6,66100.5,286.4,6.2,50,4.0,1.0,156.45,5.042
Alluminio_5052_H32,68728.4,206.6,2.3,20,2.0,2.0,156.64,1.967
Acciaio_Inox_304,200757.6,294.1,4.5,32,0.8,3.0,83.08,13.936
Acciaio_Mite_S235,210480.1,247.7,4.1,32,1.0,1.5,155.66,3.32
Alluminio_6061_T6,71213.6,303.3,6.0,50,1.5,1.5,85.45,22.812
Acciaio_Mite_S235,210247.2,227.8,5.9,50,0.8,1.0,116.81,13.996
Alluminio_6061_T6,68558.2,261.4,1.2,10,3.0,3.0,145.91,1.239
Alluminio_5052_H32,69754.9,201.0,3.7,32,1.5,1.5,117.21,8.647
Acciaio_Inox_304,199281.5,311.5,4.5,32,3.0,1.0,130.41,6.439
Alluminio_6061_T6,68463.8,276.1,3.1,24,4.0,1.5,103.85,7.061
Acciaio_Inox_304,193841.8,289.0,7.5,60,4.0,1.0,144.2,9.055
Alluminio_6061_T6,69703.7,287.5,4.6,40,1.5,2.0,123.82,9.513
Acciaio_Mite_S235,211799.5,222.1,6.0,50,0.8,3.0,150.93,6.09
Alluminio_5052_H32,69655.7,181.7,5.1,40,2.0,1.5,116.46,10.851
Acciaio_Mite_S235,214641.1,215.6,6.5,50,1.5,1.0,154.28,5.368
Alluminio_6061_T6,70233.7,275.2,3.5,24,0.8,1.5,105.69,7.732
Acciaio_Inox_304,185454.9,283.5,4.4,32,1.5,2.0,100.88,10.771
Acciaio_Inox_304,194801.2,293.3,3.1,24,1.5,2.0,123.62,5.522
Acciaio_Mite_S235,206873.2,254.5,3.0,24,1.5,1.0,104.62,7.772
Acciaio_Inox_304,190070.2,284.9,2.3,20,0.8,1.0,140.53,3.372
Acciaio_Mite_S235,214939.1,245.0,4.3,32,2.0,1.5,148.41,4.386
Acciaio_Mite_S235,212011.3,218.1,4.8,40,4.0,1.0,102.91,13.129
Acciaio_Mite_S235,208576.5,213.7,5.0,40,3.0,1.0,150.26,5.027
Acciaio_Mite_S235,219397.3,243.6,3.2,24,3.0,1.0,144.56,3.341
Alluminio_5052_H32,71421.2,183.2,6.1,50,3.0,3.0,85.9,21.146
Acciaio_Mite_S235,204123.5,227.8,3.6,32,4.0,3.0,133.77,5.97
Alluminio_5052_H32,73594.9,189.2,4.4,32,0.8,1.0,146.17,4.656
Acciaio_Mite_S235,209711.6,237.9,7.3,60,1.5,1.0,148.81,7.822
Acciaio_Inox_304,194281.0,304.9,6.6,50,1.5,3.0,126.8,11.187
Alluminio_5052_H32,72812.2,191.0,1.6,12,1.5,1.0,90.42,4.359
Acciaio_Mite_S235,210755.5,239.5,5.2,40,1.0,1.0,113.23,11.792
Acciaio_Inox_304,192790.8,277.6,1.9,16,2.0,3.0,117.17,3.653
Acciaio_Inox_304,189322.9,293.3,3.5,24,3.0,1.0,92.95,8.532
Alluminio_6061_T6,67937.0,275.3,1.4,12,0.8,1.5,119.92,2.906
Alluminio_6061_T6,68355.0,293.6,3.1,24,0.8,3.0,131.44,4.827
Alluminio_5052_H32,69443.3,185.3,1.8,16,1.5,3.0,159.65,1.364
Alluminio_5052_H32,70786.8,183.5,2.8,24,1.5,3.0,104.53,7.54
Alluminio_5052_H32,68853.6,214.3,3.7,32,1.0,2.0,125.92,7.423
Acciaio_Inox_304,190794.9,302.6,4.1,32,0.8,1.5,109.65,9.841
Alluminio_6061_T6,66372.9,271.8,3.2,24,0.8,2.0,132.19,4.794
Alluminio_6061_T6,68384.0,274.2,5.4,40,1.5,2.0,105.53,12.842
Alluminio_5052_H32,69553.9,207.3,2.9,24,1.5,1.0,109.81,7.273
Alluminio_6061_T6,70414.5,276.0,2.7,20,1.5,2.0,144.73,2.903
Acciaio_Mite_S235,214217.8,249.7,1.8,16,4.0,1.0,98.55,4.635
Acciaio_Mite_S235,207782.4,243.3,5.9,50,1.0,2.0,135.61,9.548
Acciaio_Inox_304,193394.8,293.4,5.8,50,1.5,1.5,83.54,23.436
Alluminio_6061_T6,71090.1,292.8,7.2,60,1.0,1.5,107.87,19.584
Alluminio_5052_H32,72123.7,197.4,1.0,8,2.0,2.0,119.33,1.492
Alluminio_5052_H32,67705.9,209.7,5.2,40,2.0,1.0,133.35,7.917
Alluminio_5052_H32,69253.7,195.4,5.6,40,2.0,3.0,150.79,4.871
Alluminio_6061_T6,69642.9,259.4,5.5,40,1.5,3.0,125.54,9.204
Alluminio_5052_H32,70421.7,173.6,7.6,60,4.0,2.0,122.5,14.652
Alluminio_5052_H32,70327.0,202.8,1.3,10,3.0,3.0,150.52,1.051
Alluminio_6061_T6,68428.5,291.6,2.8,24,1.0,1.5,128.33,5.311
Acciaio_Mite_S235,208423.0,218.3,2.4,20,2.0,3.0,118.07,4.81
Acciaio_Mite_S235,219540.6,215.5,4.3,32,0.8,3.0,97.32,11.524
Alluminio_6061_T6,70300.8,266.3,4.2,32,3.0,3.0,144.05,4.499
Alluminio_5052_H32,70894.0,208.1,6.8,50,3.0,1.5,98.79,17.695
Alluminio_6061_T6,70268.8,261.4,2.9,24,2.0,1.5,93.25,8.987
Alluminio_6061_T6,70700.6,301.2,4.8,40,3.0,1.0,83.9,17.83
Alluminio_5052_H32,70378.8,190.8,6.7,50,1.0,1.5,140.96,8.311
Acciaio_Inox_304,185335.4,271.2,6.7,50,3.0,3.0,81.71,22.075
Acciaio_Inox_304,185716.6,274.2,6.6,50,2.0,1.5,104.17,16.747
Alluminio_6061_T6,70945.5,286.6,2.7,20,3.0,1.5,136.04,3.472
Alluminio_6061_T6,69862.2,273.0,7.1,60,1.5,1.5,99.44,22.298
Alluminio_6061_T6,68384.3,258.6,3.7,32,1.0,1.5,91.99,13.13
Alluminio_6061_T6,66992.8,281.0,1.3,10,0.8,2.0,153.33,1.071
Alluminio_5052_H32,68879.4,192.2,7.9,60,2.0,1.0,144.5,9.285
Alluminio_6061_T6,68308.2,269.4,5.8,50,0.8,1.5,84.81,23.629
Alluminio_6061_T6,69819.7,251.0,7.6,60,1.0,3.0,145.73,8.75
Alluminio_6061_T6,68213.2,270.5,3.0,24,0.8,1.0,99.2,8.783
Acciaio_Mite_S235,198614.6,244.2,5.3,40,1.0,1.0,159.95,3.408
Acciaio_Inox_304,196412.7,283.1,4.2,32,4.0,1.0,146.98,4.213
Alluminio_5052_H32,71288.7,188.4,2.0,16,2.0,1.5,133.22,3.126
Alluminio_5052_H32,66258.9,205.0,3.3,24,4.0,2.0,118.7,5.388
Acciaio_Inox_304,190871.9,294.3,8.0,60,0.8,3.0,129.55,12.975
Alluminio_6061_T6,69716.1,273.6,6.1,50,2.0,2.0,147.92,6.644
Acciaio_Inox_304,190367.6,287.0,3.8,32,1.5,2.0,118.23,8.274
Alluminio_6061_T6,68021.7,277.9,6.8,50,4.0,1.0,159.2,4.569
Acciaio_Mite_S235,202529.3,245.7,7.2,60,1.0,1.5,141.31,9.892
Alluminio_5052_H32,70283.9,195.2,5.8,50,0.8,2.0,94.98,19.914
Alluminio_5052_H32,69661.8,203.4,4.3,32,0.8,1.0,137.51,5.858
Alluminio_5052_H32,71430.0,200.1,5.6,40,4.0,1.0,133.12,7.672
Alluminio_5052_H32,71004.9,193.4,5.2,40,1.5,2.0,80.9,18.875
Acciaio_Mite_S235,207036.9,246.1,2.8,24,0.8,1.5,135.61,4.373
Acciaio_Mite_S235,206229.5,242.3,6.2,50,1.0,1.0,128.02,11.18
Acciaio_Inox_304,189932.1,281.5,7.1,60,2.0,2.0,92.03,24.635
Acciaio_Mite_S235,214380.5,209.7,1.8,16,1.5,1.5,135.1,2.951
Acciaio_Mite_S235,203926.4,222.4,1.4,12,2.0,1.5,122.85,2.583
Acciaio_Mite_S235,210593.9,259.2,2.7,20,4.0,2.0,149.44,2.379
Alluminio_5052_H32,67598.3,179.5,1.5,12,2.0,1.0,113.42,3.173
Acciaio_Inox_304,197659.8,268.3,2.5,20,1.0,2.0,158.38,1.873
Alluminio_5052_H32,70974.3,187.9,1.8,16,1.5,2.0,113.36,4.197
Acciaio_Mite_S235,209409.2,238.1,6.4,50,3.0,2.0,90.52,20.214
Alluminio_5052_H32,67068.0,199.6,6.2,50,0.8,1.5,91.09,21.182
Acciaio_Inox_304,191765.3,295.5,1.0,8,1.5,2.0,87.54,2.336
Alluminio_6061_T6,69233.0,278.6,5.7,50,2.0,3.0,83.85,22.574
Alluminio_6061_T6,67307.0,272.0,2.6,20,4.0,1.5,95.0,6.373
Alluminio_6061_T6,68744.8,266.0,4.8,40,2.0,3.0,97.43,14.346
Acciaio_Mite_S235,204857.4,226.1,1.6,12,4.0,2.0,131.9,1.949
Alluminio_5052_H32,68146.2,190.1,7.3,60,3.0,2.0,85.16,26.769
Acciaio_Inox_304,194372.4,291.8,2.4,20,1.0,2.0,95.7,7.167
Acciaio_Inox_304,185733.3,295.7,5.0,40,4.0,1.0,151.5,4.917
Alluminio_6061_T6,70325.1,281.9,3.6,32,2.0,3.0,141.3,5.232
Alluminio_5052_H32,71541.2,181.9,7.8,60,1.0,2.0,158.99,5.441
Alluminio_6061_T6,70354.9,285.0,4.9,40,3.0,3.0,149.49,5.084
Acciaio_Inox_304,194183.7,286.0,4.1,32,4.0,1.0,116.15,8.331
Alluminio_5052_H32,71206.2,190.7,2.2,16,3.0,1.0,150.89,1.859
Alluminio_6061_T6,69146.4,278.7,5.4,40,2.0,3.0,109.47,11.904
Alluminio_6061_T6,67921.4,281.4,6.3,50,1.0,1.0,100.68,18.34
Alluminio_6061_T6,66863.1,269.3,3.2,24,3.0,1.0,87.85,9.276
Acciaio_Inox_304,193746.6,302.9,3.2,24,1.0,3.0,117.87,6.11
Acciaio_Mite_S235,210747.5,245.5,6.0,50,2.0,1.0,147.73,6.753
Alluminio_6061_T6,71640.2,250.6,5.7,50,2.0,3.0,92.6,19.626
Alluminio_6061_T6,68291.2,274.5,3.9,32,1.5,2.0,94.35,12.23
Alluminio_6061_T6,69839.8,267.6,1.1,8,0.8,2.0,141.1,1.235
Acciaio_Inox_304,188957.5,271.6,7.5,60,0.8,2.0,101.1,21.525
Alluminio_6061_T6,69001.2,268.7,1.9,16,1.0,1.5,144.47,2.318
Acciaio_Mite_S235,215366.7,230.3,4.6,40,4.0,1.0,83.73,17.555
Acciaio_Inox_304,188562.1,271.3,2.0,16,1.0,2.0,133.16,2.992
Acciaio_Inox_304,190971.3,306.0,2.1,16,3.0,1.5,129.03,2.982
Acciaio_Mite_S235,215915.5,252.6,1.8,16,2.0,2.0,111.84,4.247
Acciaio_Inox_304,190913.7,290.1,7.1,60,0.8,3.0,124.59,14.315
Acciaio_Inox_304,196039.6,279.2,1.4,12,0.8,1.0,113.41,3.398
Acciaio_Inox_304,198218.8,279.6,2.7,20,2.0,1.0,158.75,1.794
Alluminio_6061_T6,68372.2,277.3,6.2,50,2.0,1.0,118.94,13.21
Alluminio_5052_H32,69332.9,204.2,5.6,40,1.5,1.0,157.73,3.776
Acciaio_Inox_304,203469.0,283.4,5.5,40,2.0,1.5,147.48,5.433
Acciaio_Inox_304,195707.8,275.7,5.6,40,1.0,2.0,147.86,5.333
Acciaio_Mite_S235,208027.3,252.2,6.4,50,2.0,1.0,158.62,4.537
Alluminio_6061_T6,69887.9,250.6,7.4,60,0.8,3.0,96.81,22.935
Alluminio_5052_H32,69761.4,199.0,2.0,16,4.0,2.0,101.89,4.212
Acciaio_Mite_S235,213745.4,251.3,5.2,40,0.8,1.0,83.73,18.778
Acciaio_Mite_S235,215062.0,216.9,4.1,32,0.8,1.5,126.55,7.164
Acciaio_Inox_304,193927.8,267.7,5.2,40,3.0,1.0,90.72,16.196
Acciaio_Inox_304,186911.9,280.8,5.1,40,4.0,1.0,135.61,7.618
Alluminio_6061_T6,68146.7,315.5,4.9,40,1.5,1.5,87.3,17.383
Acciaio_Mite_S235,207356.2,242.8,4.4,32,1.0,1.5,94.04,12.377
Acciaio_Inox_304,196568.2,299.9,2.9,24,4.0,2.0,117.16,5.783
Acciaio_Inox_304,188229.9,305.4,6.1,50,0.8,3.0,88.98,21.186
Acciaio_Mite_S235,201595.9,230.5,2.1,16,1.0,1.5,122.9,3.777
Acciaio_Inox_304,190145.6,285.1,4.3,32,1.0,3.0,133.75,6.109
Acciaio_Inox_304,200046.8,298.4,6.1,50,1.5,1.0,131.54,10.328
Acciaio_Inox_304,191095.9,280.5,1.8,16,3.0,3.0,85.29,4.936
Alluminio_5052_H32,70024.3,176.9,4.8,40,0.8,1.0,112.79,11.892
Acciaio_Inox_304,194438.7,316.2,4.7,40,3.0,1.5,132.59,8.016
Acciaio_Inox_304,190628.6,308.9,4.0,32,1.5,3.0,110.92,9.149
Acciaio_Mite_S235,206570.6,232.4,5.6,40,1.0,2.0,93.41,15.709
Alluminio_5052_H32,71854.0,191.6,3.9,32,0.8,3.0,153.15,3.684
Alluminio_6061_T6,67451.2,288.5,1.5,12,2.0,1.5,159.3,0.963
Acciaio_Inox_304,196855.4,295.4,3.9,32,1.5,1.0,98.06,11.77
Acciaio_Mite_S235,212467.2,227.4,7.1,60,2.0,1.0,101.06,21.785
Acciaio_Inox_304,187078.0,293.3,3.0,24,3.0,2.0,143.78,3.383
Acciaio_Mite_S235,205025.0,239.5,2.0,16,1.5,1.0,123.91,3.617
Acciaio_Mite_S235,215821.9,209.9,4.0,32,1.5,2.0,94.5,12.209
Acciaio_Inox_304,194702.3,270.3,5.8,50,2.0,1.0,132.89,10.138
Acciaio_Inox_304,196171.5,285.0,7.0,60,0.8,2.0,148.76,7.927
Acciaio_Inox_304,190640.6,274.2,2.9,24,4.0,1.0,153.23,2.635
Alluminio_5052_H32,72300.2,178.5,2.5,20,1.5,1.0,114.63,5.599
Alluminio_6061_T6,69807.8,255.8,7.8,60,2.0,2.0,151.83,7.023
Alluminio_6061_T6,69996.3,267.0,2.1,16,0.8,3.0,149.48,2.016
Acciaio_Mite_S235,212193.5,234.6,5.8,50,2.0,1.5,96.95,18.862
Acciaio_Inox_304,191947.0,287.8,4.9,40,1.0,1.0,133.62,8.042
Alluminio_6061_T6,69714.4,299.8,1.3,10,1.5,3.0,126.0,1.868
Alluminio_5052_H32,70618.9,196.9,5.0,40,1.5,3.0,102.85,13.519
Acciaio_Mite_S235,211828.5,219.8,3.4,24,4.0,1.5,133.09,4.496
Acciaio_Inox_304,195387.3,270.7,1.6,12,2.0,1.0,80.96,4.625
Alluminio_5052_H32,68868.3,197.6,4.7,40,2.0,2.0,151.06,4.977
Acciaio_Inox_304,192195.1,321.3,4.1,32,0.8,2.0,106.6,10.247
Acciaio_Inox_304,194241.1,296.9,1.2,10,1.0,1.5,128.62,1.913
Acciaio_Inox_304,193578.4,301.9,7.6,60,0.8,1.0,91.87,25.402
Acciaio_Inox_304,195261.6,310.3,2.6,20,4.0,2.0,95.46,5.945
Alluminio_6061_T6,67108.6,285.9,2.1,16,2.0,1.5,112.38,4.374
Acciaio_Mite_S235,208619.6,220.3,1.4,12,4.0,2.0,123.87,2.257
Alluminio_6061_T6,69239.8,265.5,1.5,12,1.0,1.0,150.36,1.327
Alluminio_6061_T6,72168.7,278.1,4.2,32,2.0,1.5,115.19,8.765
Acciaio_Mite_S235,218337.2,235.7,6.9,60,4.0,1.5,123.37,14.456
Alluminio_6061_T6,70722.5,267.9,3.1,24,0.8,1.5,87.56,10.05
Alluminio_6061_T6,69585.2,287.8,7.9,60,4.0,1.5,91.92,23.687
Alluminio_6061_T6,68136.3,267.4,1.2,10,0.8,2.0,137.7,1.58
Alluminio_6061_T6,69175.9,262.9,6.3,50,1.0,1.5,117.73,13.539
Acciaio_Inox_304,194351.9,271.1,5.7,50,4.0,1.5,116.94,13.465
Acciaio_Mite_S235,209870.3,230.0,5.1,40,4.0,1.0,113.22,11.24
Alluminio_6061_T6,70534.5,278.4,6.3,50,1.5,1.5,96.15,19.186
Acciaio_Mite_S235,213590.3,232.1,7.2,60,2.0,2.0,86.32,26.75
Alluminio_5052_H32,68959.1,188.5,6.4,50,2.0,2.0,113.48,14.413
Alluminio_5052_H32,72869.4,195.3,2.0,16,0.8,2.0,148.14,1.979
Acciaio_Mite_S235,217134.3,223.4,1.8,16,1.0,1.0,112.29,4.553
Alluminio_6061_T6,70811.3,274.9,1.5,12,0.8,2.0,148.53,1.561
Acciaio_Mite_S235,206674.2,231.2,1.0,8,1.5,3.0,145.66,0.987
Acciaio_Mite_S235,201546.4,226.5,4.2,32,3.0,3.0,142.24,4.834
Alluminio_5052_H32,68286.9,172.9,6.8,50,1.0,3.0,131.64,10.233
Acciaio_Inox_304,192786.0,282.8,2.0,16,1.5,3.0,88.92,5.462
Alluminio_5052_H32,71906.5,186.9,3.8,32,4.0,3.0,100.33,10.136
Acciaio_Mite_S235,212724.1,237.3,6.6,50,0.8,2.0,90.19,21.074
Alluminio_6061_T6,69367.8,299.4,1.2,10,0.8,2.0,103.19,2.841
Alluminio_5052_H32,68981.4,203.4,4.2,32,2.0,3.0,127.06,6.929
Acciaio_Inox_304,188619.3,300.2,7.5,60,1.0,3.0,135.85,11.413
Acciaio_Inox_304,203421.4,293.7,7.3,60,1.5,1.0,103.1,21.12
Alluminio_5052_H32,69541.2,194.4,1.3,10,1.5,2.0,140.45,1.571
Acciaio_Inox_304,193413.3,287.3,2.4,20,1.5,3.0,118.0,4.972
Acciaio_Inox_304,195151.7,286.9,1.7,12,1.5,3.0,146.45,1.611
Acciaio_Inox_304,195618.8,303.1,2.6,20,0.8,1.5,130.49,4.197
Alluminio_6061_T6,70130.4,267.3,3.1,24,3.0,1.0,118.08,5.957
Alluminio_6061_T6,67233.0,260.7,3.0,24,4.0,3.0,110.54,6.157
Alluminio_5052_H32,71547.0,183.5,4.9,40,3.0,1.0,127.87,8.894
Alluminio_6061_T6,66537.0,308.7,1.3,10,1.0,1.5,109.5,2.633
Alluminio_5052_H32,68605.0,176.9,4.4,32,4.0,3.0,81.1,12.51
Acciaio_Inox_304,189643.9,298.6,2.3,20,1.5,2.0,118.07,5.186
Alluminio_5052_H32,70355.4,199.4,6.1,50,3.0,3.0,120.03,12.642
Alluminio_5052_H32,71786.6,201.4,4.3,32,1.0,1.0,94.28,12.502
Acciaio_Mite_S235,209490.5,237.0,6.2,50,3.0,1.0,124.34,11.883
Alluminio_6061_T6,69368.8,287.3,1.4,12,1.0,1.0,116.87,3.189
Acciaio_Inox_304,203464.9,274.8,6.0,50,1.5,1.0,125.91,11.806
Acciaio_Inox_304,190712.5,282.7,2.4,20,1.5,1.5,121.74,4.846
Alluminio_6061_T6,69221.5,273.1,5.5,40,4.0,1.0,111.98,11.362
Acciaio_Inox_304,201491.3,289.6,6.0,50,1.0,1.5,152.5,5.83
Alluminio_6061_T6,68933.4,284.1,4.7,40,4.0,3.0,143.09,6.011
Acciaio_Mite_S235,204940.6,232.1,3.8,32,2.0,1.5,119.97,8.045
Alluminio_6061_T6,67750.8,275.9,3.5,24,1.5,1.0,105.96,7.521
